id,word,defTh,defEn,type,ipa_us,ipa_uk,cefr,example,audioTh,audioEn,audio_example,image
4797,wall,"กำแพง, ผนัง","a long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divides or protects an area of land",noun,/wɔːl/,/wɔːl/,A1,to build a wall,,,,
4798,wander,"เดินเตร่, เร่ร่อน","to walk slowly around or to a place, often without any particular sense of purpose or direction",verb,/ˈwɑːndər/,/ˈwɒndə(r)/,B2,"+ adv./prep., She wandered aimlessly around the streets.",,,,4798_b2_wander.jpg
4799,want,"ต้องการ, อยากได้",to have a desire or a wish for something/somebody,verb,/wɑːnt/,/wɒnt/,A1,"want somebody/something, Do you want some more tea?",,,,
4800,war,"สงคราม, การทำสงคราม",a situation in which two or more countries or groups of people fight against each other over a period of time,noun,/wɔːr/,/wɔː(r)/,A2,the Second World War,,,,4800_a2_war.jpg
4801,ward,วอร์ด,a separate room or area in a hospital for people with the same type of medical condition,noun,/wɔːrd/,/wɔːd/,C1,a maternity/surgical/psychiatric/children’s ward,,,,
4802,warehouse,คลังสินค้า,"a building where large quantities of goods are stored, especially before they are sent to shops to be sold",noun,/ˈwerhaʊs/,/ˈweəhaʊs/,C1,Police are investigating a fire at a furniture warehouse.,,,,
4803,warfare,การทำสงคราม,"the activity of fighting a war, especially using particular weapons or methods",noun,/ˈwɔːrfer/,/ˈwɔːfeə(r)/,C1,air/naval/guerrilla warfare,,,,
4804,warm,อบอุ่น,"at a fairly high temperature in a way that is pleasant, rather than being hot or cold",adjective,/wɔːrm/,/wɔːm/,A1,warm weather/temperatures/air,,,,
4805,warming,ภาวะโลกร้อน,"the process of making something, or of becoming, warm or warmer",noun,/ˈwɔːrmɪŋ/,/ˈwɔːmɪŋ/,B2,atmospheric warming,,,,
4806,warn,"เตือน, แจ้งเตือน","to tell somebody about something, especially something dangerous or unpleasant that is likely to happen, so that they can avoid it",verb,/wɔːrn/,/wɔːn/,B1,"warn somebody, I tried to warn him, but he wouldn't listen.",,,,4806_b1_warn.jpg
4807,warning,"คำเตือน, การเตือน","a statement, an event, etc. telling somebody that something bad or unpleasant may happen in the future so that they can try to avoid it",noun,/ˈwɔːrnɪŋ/,/ˈwɔːnɪŋ/,B1,I had absolutely no warning.,,,,
4808,warrant,หมายจับ,a legal document that is signed by a judge and gives the police authority to do something,noun,/ˈwɔːrənt/,/ˈwɒrənt/,C1,an arrest warrant,,,,
4809,warrior,นักรบ,(especially in the past) a person who fights in a battle or war,noun,/ˈwɔːriər/,/ˈwɒriə(r)/,C1,a warrior nation (= whose people are skilled in fighting),,,,4809_c1_warrior.jpg
4810,wash,"ล้าง, ซัก",an act of cleaning somebody/something using water and usually soap,noun,/wɑːʃ/,/wɒʃ/,A2,These towels are ready for a wash.,,,,
4811,washing,การซัก,the act of cleaning something using water and usually soap,noun,/ˈwɑːʃɪŋ/,/ˈwɒʃɪŋ/,A2,a gentle shampoo for frequent washing,,,,
4812,waste,"ของเสีย, สูญเปล่า",no longer needed for a particular process and therefore thrown away,adjective,/weɪst/,/weɪst/,B1,the disposal of waste material,,,,4812_b1_waste.jpg
4813,watch,"ดู, นาฬิกา","a type of small clock that you wear on your wrist, or (in the past) carried in your pocket",noun,/wɑːtʃ/,/wɒtʃ/,A1,She kept looking anxiously at her watch.,,,,4813_a1_watch.jpg
4814,water,"น้ำ, ชล","a liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc.",noun,/ˈwɔːtər/,/ˈwɔːtə(r)/,A1,a glass of water,,,,4814_a1_water.jpg
4815,wave,"คลื่น, โบก","a raised line of water that moves across the surface of the sea, ocean, etc.",noun,/weɪv/,/weɪv/,A2,Huge waves were breaking on the shore.,,,,4815_a2_wave.jpg
4816,way,"ทาง, วิธี, หนทาง",very far; by a large amount,adverb,/weɪ/,/weɪ/,B2,She finished the race way ahead of the other runners.,,,,
4817,we,พวกเรา,I and another person or other people; I and you,pronoun,/wi/,/wi/,A1,We've moved to Atlanta.,,,,
4818,weak,"อ่อนแอ, ไม่แข็งแรง",not physically strong,adjective,/wiːk/,/wiːk/,A2,She is still weak after her illness.,,,,4818_a2_weak.jpg
4819,weaken,อ่อนแอลง,to make somebody/something less strong or powerful; to become less strong or powerful,verb,/ˈwiːkən/,/ˈwiːkən/,C1,The team has been weakened by injury.,,,,
4820,weakness,"จุดอ่อน, ความอ่อนแอ",lack of physical strength,noun,/ˈwiːknəs/,/ˈwiːknəs/,B2,The disease causes progressive muscle weakness.,,,,
4821,wealth,"ความมั่งคั่ง, ทรัพย์สิน","a large amount of money, property, etc. that a person or country owns",noun,/welθ/,/welθ/,B2,the desire to gain wealth and power,,,,4821_b2_wealth.jpg
4822,wealthy,ร่ำรวย,"having a lot of money, possessions, etc.",adjective,/ˈwelθi/,/ˈwelθi/,B2,a wealthy businessman/individual/family,,,,
4823,weapon,"อาวุธ, เครื่องมือ","an object such as a knife, gun, bomb, etc. that is used for fighting or attacking somebody",noun,/ˈwepən/,/ˈwepən/,B1,Modern nuclear weapons are much more destructive than either biological or chemical weapons.,,,,4823_b1_weapon.jpg
4824,wear,"สวมใส่, สึก","to have something on your body as a piece of clothing, a decoration, etc.",verb,/wer/,/weə(r)/,A1,He was wearing a new suit.,,,,4824_a1_wear.jpg
4825,weather,สภาพอากาศ,"the condition of the atmosphere at a particular place and time, such as the temperature, and if there is wind, rain, sun, etc.",noun,/ˈweðər/,/ˈweðə(r)/,A1,cold/hot/warm/wet/dry weather,,,,4825_a1_weather.jpg
4826,weave,สาน,"to make cloth, a carpet, a basket, etc. by crossing threads or narrow pieces of material across, over and under each other by hand or on a machine called a loom",verb,/wiːv/,/wiːv/,C1,"weave A from B, The baskets are woven from strips of willow.",,,,4826_c1_weave.jpg
4827,web,เว็บ,"a system for finding information on the internet, in which documents are connected to other documents ",noun,/web/,/web/,A2,to surf/browse/search the web,,,,4827_a2_web.jpg
4828,website,"เว็บไซต์, เว็บ","a set of pages on the internet, where a company or an organization, or an individual person, puts information",noun,/ˈwebsaɪt/,/ˈwebsaɪt/,A1,For current prices please visit our website.,,,,
4829,wedding,งานแต่งงาน,"a marriage ceremony, and the meal or party that usually follows it",noun,/ˈwedɪŋ/,/ˈwedɪŋ/,A2,"I dreamed of having a big wedding, with all my family and friends.",,,,
4830,Wednesday,วันพุธ,the day of the week after Tuesday and before Thursday,noun,/ˈwenzdeɪ/,/ˈwenzdeɪ/,A1,"It's Wednesday today, isn't it?",,,,
4831,weed,วัชพืช,"a wild plant growing where it is not wanted, especially among crops or garden plants",noun,/wiːd/,/wiːd/,C1,The yard was overgrown with weeds.,,,,
4832,week,"สัปดาห์, อาทิตย์","a period of seven days, either from Monday to Sunday or from Sunday to Saturday",noun,/wiːk/,/wiːk/,A1,last/this/next week,,,,4832_a1_week.jpg
4833,weekend,สุดสัปดาห์,Saturday and Sunday,noun,/ˈwiːkend/,/ˌwiːkˈend/,A1,this/next/last weekend,,,,
4834,weekly,รายสัปดาห์,"happening, done or published once a week or every week",adjective,/ˈwiːkli/,/ˈwiːkli/,B2,weekly meetings,,,,
4835,weigh,"ชั่ง, มีน้ำหนัก",to have a particular weight,verb,/weɪ/,/weɪ/,B1,How much do you weigh (= how heavy are you)?,,,,4835_b1_weigh.jpg
4836,weight,"น้ำหนัก, ความสำคัญ","how heavy somebody/something is, which can be measured in, for example, kilograms or pounds",noun,/weɪt/,/weɪt/,A2,"in weight, It is about 76 kilos in weight.",,,,4836_a2_weight.jpg
4837,weird,แปลก,very strange or unusual and difficult to explain,adjective,/wɪrd/,/wɪəd/,B2,I had a really weird dream last night.,,,,4837_b2_weird.jpg
4838,welcome,ยินดีต้อนรับ,accepted or wanted somewhere,adjective,/ˈwelkəm/,/ˈwelkəm/,A1,"I'll go, then. I know when I'm not welcome.",,,,4838_a1_welcome.jpg
4839,welfare,สวัสดิการ,"the general health, happiness and safety of a person, an animal or a group",noun,/ˈwelfer/,/ˈwelfeə(r)/,B2,We are concerned about the child's welfare.,,,,4839_b2_welfare.jpg
4840,well,"ดี, บ่อน้ำ, เอาล่ะ",in good health,adjective,/wel/,/wel/,A1,I don't feel very well.,,,,
4841,well-being,ความเป็นอยู่ที่ดี,general health and happiness,noun,/ˈwel biːɪŋ/,/ˈwel biːɪŋ/,C1,emotional/physical/psychological well-being,,,,
4842,west,ทิศตะวันตก,in or towards the west,adjective,/west/,/west/,A1,West Africa,,,,
4843,western,"ตะวันตก, ฝรั่ง",located in the west or facing west,adjective,/ˈwestərn/,/ˈwestən/,B1,western Spain,,,,
4844,wet,"เปียก, ชื้น","covered with or containing liquid, especially water",adjective,/wet/,/wet/,A2,wet clothes/hair/grass,,,,4844_a2_wet.jpg
4845,what,"อะไร, สิ่งที่",used in questions to ask for particular information about somebody/something,determiner,/wʌt/,/wɒt/,A1,What is your name?,,,,
4846,whatever,"อะไรก็ได้, ช่างเถอะ",not at all; not of any kind,adverb,/wətˈevər/,/wɒtˈevə(r)/,C1,They received no help whatever.,,,,
4847,whatsoever,อะไรก็ตาม,not at all; not of any kind,adverb,/ˌwʌtsəʊˈevər/,/ˌwɒtsəʊˈevə(r)/,C1,They received no help whatsoever.,,,,4847_c1_whatsoever.jpg
4848,wheat,ข้าวสาลี,"a plant grown for its grain that is used to produce the flour for bread, cakes, pasta, etc.; the grain of this plant",noun,/wiːt/,/wiːt/,B2,wheat flour,,,,4848_b2_wheat.jpg
4849,wheel,"ล้อ, พวงมาลัย","one of the round objects under a car, bicycle, bus, etc. that turns when it moves",noun,/wiːl/,/wiːl/,A2,"He braked suddenly, causing the front wheels to skid.",,,,4849_a2_wheel.jpg
4850,when,"เมื่อ, ตอนไหน",at what time; on what occasion,adverb,/wen/,/wen/,A1,When did you last see him?,,,,
4851,whenever,เมื่อไรก็ตาม,at any time that; on any occasion that,conjunction,/wenˈevər/,/wenˈevə(r)/,B1,You can ask for help whenever you need it.,,,,
4852,where,"ที่ไหน, ที่ซึ่ง",in or to what place or situation,adverb,/wer/,/weə(r)/,A1,Where do you live?,,,,
4853,whereas,"ในทางตรงกันข้าม, ในขณะที่ (เน้นความขัดแย้ง)",used to compare or contrast two facts,conjunction,/ˌwerˈæz/,/ˌweərˈæz/,B2,"Some of the studies show positive results, whereas others do not.",,,,4853_b2_whereas.jpg
4854,whereby,โดยเหตุใด,by which; because of which,adverb,/werˈbaɪ/,/weəˈbaɪ/,C1,They have introduced a new system whereby all employees must undergo regular training.,,,,4854_c1_whereby.jpg
4855,wherever,ที่ไหนก็ตาม,in any place,conjunction,/werˈevər/,/weərˈevə(r)/,B2,Sit wherever you like.,,,,
4856,whether,"หรือไม่, ไม่ว่า",used to express a doubt or choice between two possibilities,conjunction,/ˈweðər/,/ˈweðə(r)/,B1,He seemed undecided whether to go or stay.,,,,4856_b1_whether.jpg
4857,which,"ซึ่ง, อันไหน",used in questions to ask somebody to be exact about one or more people or things from a limited number,determiner,/wɪtʃ/,/wɪtʃ/,A1,Which is better exercise—swimming or tennis?,,,,
4858,while,"ขณะที่, ในขณะ",during the time that something is happening; at the same time as something else is happening,conjunction,/waɪl/,/waɪl/,A2,We must have been burgled while we were asleep.,,,,
4859,whilst,"ในระหว่างที่, ในขณะที่ (เน้นเวลา)",during the time that something is happening; at the same time as something else is happening,conjunction,/waɪlst/,/waɪlst/,C1,In the UK it is illegal to drive whilst holding a mobile phone.,,,,
4860,whip,แส้,"to hit a person or an animal hard with a whip, as a punishment or to make them go faster or work harder",verb,/wɪp/,/wɪp/,C1,He was taken back to the jail and soundly whipped.,,,,
4861,whisper,"กระซิบ, เสียงกระซิบ","a low, quiet voice or the sound it makes",noun,/ˈwɪspər/,/ˈwɪspə(r)/,B2,"in a whisper, ‘I love you,’ he said in a whisper.",,,,4861_b2_whisper.jpg
4862,white,"สีขาว, ขาว",having the colour of fresh snow or of milk,adjective,/waɪt/,/waɪt/,A1,a crisp white shirt,,,,4862_a1_white.jpg
4863,who,"ใคร, ผู้ใด","used in questions to ask about the name, identity or function of one or more people",pronoun,/huː/,/huː/,A1,Who is that woman?,,,,
4864,whoever,ใครก็ตาม,the person or people who; any person who,pronoun,/huːˈevər/,/huːˈevə(r)/,B2,Whoever says that is a liar.,,,,
4865,whole,ทั้งสิ้น,full; complete,adjective,/həʊl/,/həʊl/,A2,Let's forget the whole thing.,,,,
4866,wholly,โดยสมบูรณ์,completely,adverb,/ˈhəʊlli/,/ˈhəʊlli/,C1,wholly inappropriate behaviour,,,,
4867,whom,ใคร (กรรม),used instead of ‘who’ as the object of a verb or preposition,pronoun,/huːm/,/huːm/,B2,Whom did they invite?,,,,
4868,whose,ของใคร,used in questions to ask who something belongs to,determiner,/huːz/,/huːz/,A2,Whose house is that?,,,,
4869,why,"ทำไม, เหตุใด",used in questions to ask the reason for or purpose of something,adverb,/waɪ/,/waɪ/,A1,Why were you late?,,,,
4870,wide,"กว้าง, แผ่",measuring a large distance from one side to the other,adjective,/waɪd/,/waɪd/,A2,"It's a wide, fast-flowing river.",,,,4870_a2_wide.jpg
